Date,风速(m/s),雨量(mm),大气温度(℃),雨量累计(mm),数字气压(hPa),简易总辐射(W/m²),风向(°),辐射累计(MJ/m²),大气湿度(%RH),25cm,75cm,125cm,175cm,225cm
2024-05-05 02:40:00,0.0,0.0,16.6,0.4,1009.4,0.0,357.0,0.0,90.4,20.45007528,20.45113376,20.45629482,20.44543035,20.32703229
2024-05-05 02:50:00,0.2,0.0,16.5,0.4,1009.1,0.0,25.0,0.0,90.6,20.45036922,20.45019944,20.4519696,20.44629646,20.3302854
2024-05-05 03:00:00,0.0,0.0,16.4,0.4,1009.0,0.0,244.0,0.0,90.4,20.4490336,20.44726155,20.44598287,20.4383034,20.36754937
2024-05-05 03:10:00,0.0,0.0,16.4,0.4,1009.2,0.0,226.0,0.0,91.2,20.44309314,20.44658651,20.43963496,20.43557863,20.3423867
2024-05-05 03:20:00,0.0,0.0,16.4,0.4,1009.2,0.0,237.0,0.0,91.4,20.43844727,20.43948546,20.43672591,20.42633529,20.32965979
2024-05-05 03:30:00,0.6,0.0,16.4,0.4,1009.3,0.0,348.0,0.0,91.7,20.43486892,20.43619712,20.43298886,20.42555772,20.36156175
2024-05-05 03:40:00,0.5,0.0,16.5,0.4,1009.4,0.0,202.0,0.0,91.0,20.43284263,20.43401578,20.43263771,20.4201151,20.33825192
2024-05-05 03:50:00,0.2,0.0,16.4,0.4,1009.3,0.0,355.0,0.0,90.4,20.4097677,20.42794193,20.42346106,20.42371588,20.34837808
2024-05-05 04:00:00,0.2,0.0,16.5,0.4,1009.3,0.0,131.0,0.0,90.2,20.41738653,20.42376346,20.41592041,20.41030648,20.32911239
2024-05-05 04:10:00,0.0,0.0,16.4,0.4,1009.3,0.0,240.0,0.0,90.3,20.41799998,20.41690792,20.41048682,20.41102318,20.33288173
2024-05-05 04:20:00,0.0,0.0,16.4,0.4,1009.4,0.0,232.0,0.0,91.0,20.41099966,20.41156976,20.41010957,20.40095711,20.3252546
2024-05-05 04:30:00,0.0,0.0,16.3,0.4,1009.7,0.0,235.0,0.0,91.3,20.40458231,20.40926516,20.40629007,20.40420937,20.33901316
2024-05-05 04:40:00,0.3,0.0,16.3,0.4,1009.5,0.0,9.0,0.0,91.0,20.40371124,20.40454288,20.4028637,20.39977753,20.36506665
2024-05-05 04:50:00,0.0,0.0,16.3,0.4,1009.5,0.0,30.0,0.0,90.9,20.39805202,20.40040375,20.39974657,20.39654758,20.32855978
2024-05-05 05:00:00,0.0,0.0,16.3,0.6,1009.5,0.0,185.0,0.0,90.9,20.39303736,20.39393928,20.38980934,20.38968043,20.31383353
2024-05-05 05:10:00,0.2,0.0,16.4,0.6,1009.6,0.0,190.0,0.0,91.2,20.39228493,20.39380979,20.3886046,20.38538752,20.34380498
2024-05-05 05:20:00,0.0,0.0,16.3,0.6,1009.7,0.0,250.0,0.0,91.0,20.38621415,20.38643422,20.38507431,20.38132637,20.3593139
2024-05-05 05:30:00,0.0,0.0,16.2,0.6,1009.6,0.0,225.0,0.0,91.4,20.38084974,20.37940478,20.38078476,20.37812504,20.32146477
2024-05-05 05:40:00,0.0,0.0,16.2,0.6,1009.7,0.0,280.0,0.0,91.3,20.37442418,20.37707439,20.37430117,20.37307824,20.3160019
2024-05-05 05:50:00,0.0,0.0,16.2,0.6,1009.8,0.0,230.0,0.0,90.9,20.36697893,20.37076876,20.36874501,20.36752508,20.32695409
2024-05-05 06:00:00,0.0,0.0,16.15,0.6,1009.8,2.0,227.0,0.0,90.65,20.36253783,20.36366019,20.36776579,20.36104159,20.29237202
2024-05-05 06:10:00,0.0,0.0,16.1,0.6,1009.8,4.0,224.0,0.0,90.4,20.36331062,20.36295908,20.36067075,20.36011622,20.32398262
2024-05-05 06:20:00,0.0,0.0,16.1,0.6,1009.9,6.0,169.0,0.0,90.8,20.35965792,20.35869869,20.3578591,20.35409071,20.31829021
2024-05-05 06:30:00,0.0,0.0,16.1,0.6,1010.2,4.0,226.0,0.0,91.4,20.3546505,20.35777654,20.35016822,20.3537823,20.31796182
2024-05-05 06:40:00,0.0,0.0,16.3,0.6,1010.2,10.0,225.0,0.0,92.1,20.34323027,20.35382386,20.34824693,20.34875973,20.31839968
2024-05-05 06:50:00,0.0,0.0,16.3,0.6,1010.1,26.0,2.0,0.02,92.5,20.34612511,20.34852345,20.34505886,20.34721781,20.31790448
2024-05-05 07:00:00,0.2,0.0,16.2,0.6,1010.3,31.0,341.0,0.04,91.4,20.34804648,20.347375,20.34395956,20.34412858,20.30315416
2024-05-05 07:10:00,0.0,0.0,16.3,0.6,1010.2,59.0,37.0,0.06,91.2,20.3442553,20.34484633,20.3408659,20.34059904,20.33739163
2024-05-05 07:20:00,0.0,0.0,16.5,0.6,1010.5,57.0,226.0,0.1,91.4,20.33945474,20.34210749,20.34238392,20.33925005,20.30318022
2024-05-05 07:30:00,0.0,0.0,16.5,0.6,1010.7,77.0,207.0,0.13,91.0,20.34186014,20.34396212,20.34248862,20.33730646,20.30648968
2024-05-05 07:40:00,1.1,0.0,16.6,0.6,1010.9,72.0,203.0,0.18,90.5,20.34270488,20.34133654,20.34262472,20.31594801,20.29866707
2024-05-05 07:50:00,0.6,0.0,16.8,0.6,1011.0,58.0,224.0,0.22,91.0,20.34106692,20.33671105,20.33638006,20.32330144,20.29925074
2024-05-05 08:00:00,0.0,0.0,16.8,0.6,1011.1,32.0,215.0,0.25,90.9,20.33835765,20.33678113,20.32978005,20.32123732,20.31476655
2024-05-05 08:10:00,0.0,0.0,16.7,0.6,1011.0,78.0,218.0,0.29,89.3,20.33548365,20.33225839,20.32870192,20.32027959,20.29097029
2024-05-05 08:20:00,0.0,0.0,16.9,0.6,1011.1,94.0,155.0,0.33,88.9,20.33712666,20.33249018,20.3303767,20.32371427,20.30789168
2024-05-05 08:30:00,0.0,0.0,17.0,0.8,1011.2,94.0,195.0,0.39,88.1,20.33333593,20.33265189,20.32829369,20.32633446,20.27480792
2024-05-05 08:40:00,0.3,0.0,17.0,0.8,1011.2,108.0,324.0,0.45,87.5,20.33949595,20.3338432,20.32758716,20.32251431,20.28524379
2024-05-05 08:50:00,0.0,0.0,17.2,0.8,1011.1,90.0,217.0,0.51,88.2,20.33811042,20.33252252,20.33141822,20.32441334,20.28833886
2024-05-05 09:00:00,0.0,0.0,17.2,0.8,1011.0,200.0,211.0,0.59,86.8,20.33763657,20.33390249,20.33082157,20.32450142,20.28060661
2024-05-05 09:10:00,0.0,0.0,17.3,0.8,1011.0,197.0,97.0,0.72,86.7,20.35059634,20.33931487,20.32907874,20.31998787,20.27066626
2024-05-05 09:20:00,0.0,0.0,17.5,0.8,1011.2,189.0,191.0,0.82,86.2,20.35413535,20.33565446,20.3278279,20.3176707,20.27697001
2024-05-05 09:30:00,0.0,0.0,17.4,0.8,1011.6,133.0,303.0,0.92,87.4,20.35432595,20.3391747,20.32811052,20.32118778,20.28420691
2024-05-05 09:40:00,0.5,0.0,17.4,0.8,1011.6,213.0,230.0,1.01,87.8,20.36484594,20.3374442,20.33141299,20.32437481,20.27678245
2024-05-05 09:50:00,0.9,0.0,17.9,0.8,1011.7,405.0,56.0,1.19,86.0,20.39071309,20.35080964,20.33750019,20.32505738,20.25816965
2024-05-05 10:00:00,0.0,0.0,18.2,0.8,1011.7,279.0,50.0,1.43,81.4,20.38444144,20.34419935,20.3360032,20.32525554,20.25629455
2024-05-05 10:10:00,0.6,0.0,18.2,0.8,1011.7,303.0,352.0,1.61,80.7,20.39910859,20.35623965,20.33824346,20.32278953,20.25826861
2024-05-05 10:20:00,1.0,0.0,18.6,0.8,1011.7,364.0,188.0,1.8,82.6,20.40665437,20.35852612,20.34340992,20.32441334,20.2668009
2024-05-05 10:30:00,1.4,0.0,18.9,0.8,1011.6,449.0,15.0,2.1,77.8,20.40836051,20.37251097,20.34001268,20.33361218,20.2703068
2024-05-05 10:40:00,0.8,0.0,18.6,0.8,1011.5,347.0,208.0,2.35,82.4,20.42975429,20.36416175,20.34993264,20.3148693,20.25791963
2024-05-05 10:50:00,1.2,0.0,18.6,0.8,1011.6,199.0,268.0,2.5,78.5,20.41041203,20.36846027,20.3447186,20.32899881,20.26178456
2024-05-05 11:00:00,0.9,0.0,18.7,0.8,1011.5,252.0,209.0,2.63,80.9,20.42910983,20.35525823,20.34267183,20.32719871,20.27079129
2024-05-05 11:10:00,0.5,0.0,19.2,0.8,1011.5,347.0,249.0,2.83,77.5,20.44902328,20.37446899,20.35155556,20.33416273,20.25527367
2024-05-05 11:20:00,0.9,0.0,19.6,0.8,1011.6,889.0,223.0,3.15,79.1,20.47092689,20.3860188,20.35408947,20.34172781,20.25872177
2024-05-05 11:30:00,0.6,0.0,19.9,0.8,1011.4,493.0,73.0,3.56,74.6,20.49116416,20.38832794,20.35508945,20.33494452,20.23494233
2024-05-05 11:40:00,1.4,0.0,20.0,0.8,1011.7,844.0,210.0,3.8,77.7,20.506029,20.37942096,20.3593356,20.33646408,20.26071673
2024-05-05 11:50:00,0.8,0.0,20.3,0.8,1011.4,469.0,307.0,4.21,72.8,20.50077108,20.38997892,20.3603723,20.33833606,20.25997708
2024-05-05 12:00:00,1.1,0.0,20.6,0.8,1011.5,341.0,248.0,4.49,75.3,20.50352126,20.4006304,20.3594089,20.33863888,20.26218564
2024-05-05 12:10:00,1.1,0.0,20.5,0.8,1011.6,333.0,236.0,4.79,75.2,20.53530141,20.40612413,20.36356104,20.33354061,20.25326843
2024-05-05 12:20:00,1.1,0.0,20.2,0.8,1011.6,225.0,237.0,4.97,74.2,20.53548723,20.40794288,20.36013145,20.33248908,20.25545076
2024-05-05 12:30:00,1.4,0.0,20.2,0.8,1011.7,396.0,214.0,5.14,73.7,20.54814461,20.4123038,20.36352439,20.33812683,20.25261739
2024-05-05 12:40:00,3.2,0.0,19.7,0.8,1011.3,467.0,198.0,5.43,73.2,20.54800006,20.40636698,20.35978588,20.33348005,20.24522192
2024-05-05 12:50:00,2.8,0.0,19.9,0.8,1011.2,473.0,198.0,5.7,74.5,20.54832013,20.42006029,20.366242,20.33485643,20.2467895
2024-05-05 13:00:00,2.0,0.0,20.0,0.8,1011.2,386.0,202.0,5.98,71.6,20.55182549,20.42280795,20.36286987,20.33368376,20.24102452
2024-05-05 13:10:00,3.4,0.0,20.0,0.8,1011.2,279.0,208.0,6.17,72.1,20.56215135,20.43629971,20.36373383,20.3320872,20.23567654
2024-05-05 13:20:00,1.4,0.0,20.0,0.8,1011.1,308.0,278.0,6.34,74.3,20.6164899,20.42151238,20.36977137,20.33643104,20.24077977
2024-05-05 13:30:00,1.4,0.0,20.8,0.8,1011.0,518.0,215.0,6.59,72.7,20.59392622,20.43325989,20.3835292,20.34619355,20.26077924
2024-05-05 13:40:00,2.7,0.0,20.5,0.8,1011.0,321.0,215.0,6.82,71.2,20.59145736,20.44248778,20.37005939,20.33313321,20.25116428
2024-05-05 13:50:00,1.6,0.0,20.4,0.8,1010.9,335.0,219.0,7.05,71.3,20.60076498,20.4280337,20.37511813,20.33503261,20.23876447
2024-05-05 14:00:00,2.7,0.0,20.6,0.8,1011.0,282.0,214.0,7.21,72.5,20.66828687,20.43840013,20.37749052,20.33458115,20.22344054
2024-05-05 14:10:00,1.7,0.0,20.5,0.8,1010.6,350.0,233.0,7.4,70.0,20.59560487,20.42423851,20.37550567,20.34052746,20.23469759
2024-05-05 14:20:00,1.2,0.0,20.8,0.8,1010.6,303.0,288.0,7.59,73.1,20.65654299,20.44630029,20.38345588,20.34391934,20.23321357
2024-05-05 14:30:00,2.5,0.0,21.6,0.8,1010.4,351.0,201.0,7.92,67.4,20.64387042,20.43626731,20.3812666,20.33834156,20.2375824
2024-05-05 14:40:00,1.2,0.0,21.5,0.8,1010.3,439.0,216.0,8.2,69.1,20.66800256,20.43215307,20.37799852,20.33534092,20.22339889
2024-05-05 14:50:00,1.6,0.0,21.7,0.8,1010.3,334.0,214.0,8.43,69.6,20.71251598,20.45422846,20.39173172,20.34719027,20.23972785
2024-05-05 15:00:00,0.4,0.0,21.4,0.8,1010.0,341.0,235.0,8.62,70.2,20.65684794,20.46465328,20.38844746,20.34547218,20.21927032
2024-05-05 15:10:00,3.1,0.0,21.1,0.8,1009.8,333.0,207.0,8.82,69.3,20.66448752,20.47463142,20.38470243,20.33518676,20.22163915
2024-05-05 15:20:00,0.9,0.0,21.4,0.8,1009.7,293.0,268.0,9.0,71.9,20.65837787,20.45136059,20.386808,20.34103402,20.21657359
2024-05-05 15:30:00,1.3,0.0,22.0,0.8,1009.7,262.0,112.0,9.22,67.1,20.7130642,20.49998647,20.38436722,20.33775243,20.21416847
2024-05-05 15:40:00,1.3,0.0,22.1,0.8,1009.5,558.0,241.0,9.5,68.9,20.73551817,20.45965671,20.39877217,20.34502615,20.22226391
2024-05-05 15:50:00,1.7,0.0,22.0,0.8,1009.4,498.0,217.0,9.81,66.8,20.74583928,20.46766222,20.39689151,20.34468474,20.21641221
2024-05-05 16:00:00,0.9,0.0,22.6,0.8,1009.6,227.0,225.0,10.06,66.4,20.76592618,20.47634953,20.39281079,20.34232799,20.20547526
2024-05-05 16:10:00,4.2,0.0,22.1,0.8,1009.5,218.0,205.0,10.2,67.5,20.72147925,20.48449769,20.39352844,20.34443695,20.19501864
2024-05-05 16:20:00,1.7,0.0,21.9,0.8,1009.5,345.0,196.0,10.35,66.8,20.77604896,20.50454846,20.40316232,20.34411206,20.19647072
2024-05-05 16:30:00,2.4,0.0,21.8,0.8,1009.6,223.0,204.0,10.49,66.3,20.75126674,20.48052073,20.39472278,20.34449201,20.20244588
2024-05-05 16:40:00,1.6,0.0,21.6,0.8,1009.5,196.0,209.0,10.61,68.3,20.77426859,20.50242958,20.39588571,20.3440625,20.19870875
2024-05-05 16:50:00,1.0,0.0,22.4,0.8,1009.5,283.0,345.0,10.76,67.1,20.74687404,20.50040266,20.40787758,20.352064,20.19757411
2024-05-05 17:00:00,0.5,0.0,23.0,0.8,1009.3,275.0,209.0,10.93,64.1,20.79739546,20.49447902,20.41406551,20.3482586,20.20568347
2024-05-05 17:10:00,1.7,0.0,22.3,0.8,1009.4,193.0,231.0,11.06,65.6,20.73690977,20.51603058,20.3984107,20.34603386,20.19931771
2024-05-05 17:20:00,0.5,0.0,22.3,0.8,1009.6,206.0,232.0,11.18,66.7,20.7814938,20.51882035,20.39780826,20.34106706,20.18504734
2024-05-05 17:30:00,2.3,0.0,22.4,0.8,1009.6,190.0,203.0,11.3,63.9,20.81074222,20.5043971,20.40878923,20.3553244,20.19610119
2024-05-05 17:40:00,0.0,0.0,22.3,0.8,1009.8,190.0,191.0,11.4,65.2,20.76653165,20.5053863,20.3954614,20.34623761,20.19825073
2024-05-05 17:50:00,2.5,0.0,22.1,0.8,1009.8,130.0,198.0,11.49,63.9,20.786411,20.49938652,20.41467332,20.35035126,20.17545713
2024-05-05 18:00:00,1.85,0.0,21.75,0.8,1009.95,98.0,206.0,11.55,65.5,20.75744483,20.49894872,20.40254412,20.3485725,20.18051488
2024-05-05 18:10:00,1.2,0.0,21.4,0.8,1010.1,66.0,214.0,11.61,67.1,20.81920795,20.51288954,20.41065448,20.35093502,20.18443849
2024-05-05 18:20:00,0.8,0.0,21.2,0.8,1010.1,40.0,234.0,11.64,69.1,20.76412014,20.50377008,20.41328478,20.34243812,20.18286694
2024-05-05 18:30:00,0.2,0.0,21.0,0.8,1010.3,35.0,255.0,11.66,71.2,20.80129367,20.5229079,20.40596524,20.34950318,20.17699732
2024-05-05 18:40:00,4.0,0.0,21.0,0.8,1010.2,26.0,205.0,11.68,70.4,20.8361988,20.50311604,20.41067544,20.34641933,20.17190338
2024-05-05 18:50:00,1.8,0.0,20.9,0.8,1010.3,4.0,203.0,11.69,71.9,20.80515581,20.50734311,20.4113985,20.35025764,20.1590841
2024-05-05 19:00:00,0.0,0.0,20.9,0.8,1010.3,0.0,160.0,11.69,71.4,20.75899719,20.50099721,20.40730649,20.34379269,20.16877641
2024-05-05 19:10:00,0.0,0.0,20.2,0.8,1010.3,0.0,221.0,11.69,75.0,20.80536807,20.50352144,20.40759465,20.34487747,20.15940664
2024-05-05 19:20:00,0.0,0.0,20.1,0.8,1010.4,0.0,224.0,11.69,75.9,20.87657878,20.49302523,20.41554838,20.3563323,20.16536862
2024-05-05 19:30:00,1.1,0.0,19.8,0.8,1010.5,0.0,212.0,11.69,76.2,20.8421601,20.49520864,20.40811859,20.34934347,20.15127597
2024-05-05 19:40:00,1.1,0.0,20.1,0.8,1010.7,0.0,209.0,11.69,75.6,20.77622493,20.49938652,20.40668302,20.34399643,20.14495095
2024-05-05 19:50:00,0.0,0.0,19.6,0.8,1010.8,0.0,238.0,11.69,76.6,20.77352851,20.51050549,20.4078409,20.34690943,20.16998868
2024-05-05 20:00:00,0.0,0.0,19.4,0.8,1010.8,0.0,238.0,11.69,78.2,20.85147316,20.51773362,20.41245167,20.34945361,20.16882844
2024-05-05 20:10:00,1.2,0.0,19.0,0.8,1010.8,0.0,208.0,11.69,79.8,20.82395118,20.50167826,20.41418078,20.34424973,20.15084943
2024-05-05 20:20:00,0.2,0.0,18.4,0.8,1011.1,0.0,220.0,11.69,82.1,20.78998261,20.49664087,20.41665925,20.35049445,20.14787933
2024-05-05 20:30:00,0.0,0.0,18.4,0.8,1010.9,0.0,239.0,11.69,81.3,20.80751148,20.51314363,20.41999719,20.34970143,20.13880846
2024-05-05 20:40:00,0.0,0.0,18.4,0.8,1010.8,0.0,41.0,11.69,83.2,20.80071385,20.49525187,20.4128656,20.35095705,20.14248037
2024-05-05 20:50:00,0.0,0.0,18.0,0.8,1011.1,0.0,206.0,11.69,83.9,20.76069963,20.50491602,20.4137878,20.34580809,20.13715979
2024-05-05 21:00:00,0.0,0.0,17.9,0.8,1011.1,0.0,338.0,11.69,85.7,20.77605931,20.50328361,20.41025628,20.34533452,20.14635011
2024-05-05 21:10:00,0.0,0.0,17.8,0.8,1011.2,0.0,347.0,11.69,87.6,20.80102446,20.53184092,20.41303327,20.35193733,20.13150674
2024-05-05 21:20:00,0.0,0.0,17.6,0.8,1011.2,0.0,239.0,11.69,88.2,20.81836911,20.49943516,20.41158713,20.34860554,20.13216719
2024-05-05 21:30:00,0.0,0.0,17.6,0.8,1011.4,0.0,238.0,11.69,88.3,20.81637042,20.53034298,20.41369872,20.34620457,20.13071628
2024-05-05 21:40:00,0.0,0.0,17.3,0.8,1011.4,0.0,239.0,11.69,88.3,20.81508113,20.49855957,20.41251978,20.34847337,20.11743044
2024-05-05 21:50:00,0.0,0.0,17.3,0.8,1011.4,0.0,238.0,11.69,88.9,20.81331033,20.51372209,20.41343673,20.34976201,20.12052421
2024-05-05 22:00:00,0.0,0.0,17.3,0.8,1011.4,0.0,238.0,11.69,90.0,20.82186434,20.50298632,20.41182291,20.34219584,20.12401849
2024-05-05 22:10:00,0.0,0.0,17.3,0.8,1011.3,0.0,195.0,11.69,91.4,20.81746296,20.50682957,20.41816838,20.3598959,20.15793963
2024-05-05 22:20:00,0.0,0.0,17.1,0.8,1011.6,0.0,215.0,11.69,91.3,20.83527175,20.52135611,20.41357297,20.34863858,20.12025902
2024-05-05 22:30:00,0.0,0.0,17.1,0.8,1011.6,0.0,215.0,11.69,91.7,20.80471574,20.50210526,20.4119539,20.34601183,20.12126777
2024-05-05 22:40:00,0.0,0.0,17.0,0.8,1011.6,0.0,216.0,11.69,91.8,20.79935749,20.52362704,20.41258266,20.34805485,20.11011507
2024-05-05 22:50:00,0.0,0.0,17.1,0.8,1011.6,0.0,227.0,11.69,92.4,20.81518987,20.50574306,20.40965374,20.34325306,20.12115337
2024-05-05 23:00:00,0.0,0.0,17.0,0.8,1011.5,0.0,227.0,11.69,92.2,20.83264086,20.52659018,20.41560078,20.34704159,20.12293691
2024-05-05 23:10:00,0.0,0.0,17.0,0.8,1011.7,0.0,257.0,11.69,92.6,20.80466915,20.5055863,20.41548026,20.34822556,20.10627827
2024-05-05 23:20:00,0.0,0.0,17.0,0.8,1011.8,0.0,332.0,11.69,93.3,20.81096486,20.50861345,20.41659637,20.35007591,20.11109249
2024-05-05 23:30:00,0.0,0.0,17.0,0.8,1011.7,0.0,261.0,11.69,92.6,20.7996681,20.51950159,20.4085063,20.3442277,20.09403087
2024-05-05 23:40:00,0.3,0.0,17.0,0.8,1011.7,0.0,299.0,11.69,92.8,20.79504523,20.50537549,20.40955943,20.34667815,20.0993278
2024-05-05 23:50:00,0.0,0.0,17.0,0.8,1011.8,0.0,298.0,11.69,92.8,20.7936372,20.51674423,20.41845134,20.35121589,20.09707695
