Date,风速(m/s),雨量(mm),大气温度(℃),雨量累计(mm),数字气压(hPa),简易总辐射(W/m²),风向(°),辐射累计(MJ/m²),大气湿度(%RH)
2024-05-05 19:40:00,1.1,0.0,20.1,0.8,1010.7,0.0,209.0,11.69,75.6
2024-05-05 19:50:00,0.0,0.0,19.6,0.8,1010.8,0.0,238.0,11.69,76.6
2024-05-05 20:00:00,0.0,0.0,19.4,0.8,1010.8,0.0,238.0,11.69,78.2
2024-05-05 20:10:00,1.2,0.0,19.0,0.8,1010.8,0.0,208.0,11.69,79.8
2024-05-05 20:20:00,0.2,0.0,18.4,0.8,1011.1,0.0,220.0,11.69,82.1
2024-05-05 20:30:00,0.0,0.0,18.4,0.8,1010.9,0.0,239.0,11.69,81.3
2024-05-05 20:40:00,0.0,0.0,18.4,0.8,1010.8,0.0,41.0,11.69,83.2
2024-05-05 20:50:00,0.0,0.0,18.0,0.8,1011.1,0.0,206.0,11.69,83.9
2024-05-05 21:00:00,0.0,0.0,17.9,0.8,1011.1,0.0,338.0,11.69,85.7
2024-05-05 21:10:00,0.0,0.0,17.8,0.8,1011.2,0.0,347.0,11.69,87.6
2024-05-05 21:20:00,0.0,0.0,17.6,0.8,1011.2,0.0,239.0,11.69,88.2
2024-05-05 21:30:00,0.0,0.0,17.6,0.8,1011.4,0.0,238.0,11.69,88.3
2024-05-05 21:40:00,0.0,0.0,17.3,0.8,1011.4,0.0,239.0,11.69,88.3
2024-05-05 21:50:00,0.0,0.0,17.3,0.8,1011.4,0.0,238.0,11.69,88.9
2024-05-05 22:00:00,0.0,0.0,17.3,0.8,1011.4,0.0,238.0,11.69,90.0
2024-05-05 22:10:00,0.0,0.0,17.3,0.8,1011.3,0.0,195.0,11.69,91.4
2024-05-05 22:20:00,0.0,0.0,17.1,0.8,1011.6,0.0,215.0,11.69,91.3
2024-05-05 22:30:00,0.0,0.0,17.1,0.8,1011.6,0.0,215.0,11.69,91.7
2024-05-05 22:40:00,0.0,0.0,17.0,0.8,1011.6,0.0,216.0,11.69,91.8
2024-05-05 22:50:00,0.0,0.0,17.1,0.8,1011.6,0.0,227.0,11.69,92.4
2024-05-05 23:00:00,0.0,0.0,17.0,0.8,1011.5,0.0,227.0,11.69,92.2
2024-05-05 23:10:00,0.0,0.0,17.0,0.8,1011.7,0.0,257.0,11.69,92.6
2024-05-05 23:20:00,0.0,0.0,17.0,0.8,1011.8,0.0,332.0,11.69,93.3
2024-05-05 23:30:00,0.0,0.0,17.0,0.8,1011.7,0.0,261.0,11.69,92.6
2024-05-05 23:40:00,0.3,0.0,17.0,0.8,1011.7,0.0,299.0,11.69,92.8
2024-05-05 23:50:00,0.0,0.0,17.0,0.8,1011.8,0.0,298.0,11.69,92.8
