Metric,albedo,emissivity,CE,CH,rso_scale,cloud_scale,wind_exponent,Qsw,Qlw,Qe,Qh,Qnet,Residual_W_m2
Summer,0.05,0.99,0.00104,0.00156,0.9,0.8,0.125,154.15268019038984,-26.357201744220163,-39.14450879280899,-0.34258358144953205,88.30838607191116,
Summer,0.05,0.99,0.00104,0.00156,0.9,0.8,0.16666666666666666,154.15268019038984,-26.357201744220163,-41.85955410461134,-0.3663450227193195,85.56957931883903,
Summer,0.05,0.99,0.00104,0.00156,0.9,1.2,0.125,154.15268019038984,-17.85672367731661,-39.14450879280899,-0.34258358144953205,96.80886413881471,
Summer,0.05,0.99,0.00104,0.00156,0.9,1.2,0.16666666666666666,154.15268019038984,-17.85672367731661,-41.85955410461134,-0.3663450227193195,94.07005738574259,
Summer,0.05,0.99,0.00104,0.00156,1.1,0.8,0.125,154.15268019038984,-23.56640974093773,-39.14450879280899,-0.34258358144953205,91.09917807519359,
Summer,0.05,0.99,0.00104,0.00156,1.1,0.8,0.16666666666666666,154.15268019038984,-23.56640974093773,-41.85955410461134,-0.3663450227193195,88.36037132212147,
Summer,0.05,0.99,0.00104,0.00156,1.1,1.2,0.125,154.15268019038984,-15.190707234085835,-39.14450879280899,-0.34258358144953205,99.47488058204549,
Summer,0.05,0.99,0.00104,0.00156,1.1,1.2,0.16666666666666666,154.15268019038984,-15.190707234085835,-41.85955410461134,-0.3663450227193195,96.73607382897336,
Summer,0.05,0.99,0.00156,0.00104,0.9,0.8,0.125,154.15268019038984,-26.357201744220163,-58.716763189213495,-0.22838905429968803,68.8503262026565,
Summer,0.05,0.99,0.00156,0.00104,0.9,0.8,0.16666666666666666,154.15268019038984,-26.357201744220163,-62.78933115691702,-0.244230015146213,64.76191727410644,
Summer,0.05,0.99,0.00156,0.00104,0.9,1.2,0.125,154.15268019038984,-17.85672367731661,-58.716763189213495,-0.22838905429968803,77.35080426956006,
Summer,0.05,0.99,0.00156,0.00104,0.9,1.2,0.16666666666666666,154.15268019038984,-17.85672367731661,-62.78933115691702,-0.244230015146213,73.26239534100999,
Summer,0.05,0.99,0.00156,0.00104,1.1,0.8,0.125,154.15268019038984,-23.56640974093773,-58.716763189213495,-0.22838905429968803,71.64111820593894,
Summer,0.05,0.99,0.00156,0.00104,1.1,0.8,0.16666666666666666,154.15268019038984,-23.56640974093773,-62.78933115691702,-0.244230015146213,67.55270927738887,
Summer,0.05,0.99,0.00156,0.00104,1.1,1.2,0.125,154.15268019038984,-15.190707234085835,-58.716763189213495,-0.22838905429968803,80.01682071279083,
Summer,0.05,0.99,0.00156,0.00104,1.1,1.2,0.16666666666666666,154.15268019038984,-15.190707234085835,-62.78933115691702,-0.244230015146213,75.92841178424077,
Summer,0.05,0.99,0.00156,0.00156,0.9,0.8,0.125,154.15268019038984,-26.357201744220163,-58.716763189213495,-0.34258358144953205,68.73613167550666,
Summer,0.05,0.99,0.00156,0.00156,0.9,0.8,0.16666666666666666,154.15268019038984,-26.357201744220163,-62.78933115691702,-0.3663450227193195,64.63980226653334,
Summer,0.05,0.99,0.00156,0.00156,0.9,1.2,0.125,154.15268019038984,-17.85672367731661,-58.716763189213495,-0.34258358144953205,77.23660974241021,
Summer,0.05,0.99,0.00156,0.00156,0.9,1.2,0.16666666666666666,154.15268019038984,-17.85672367731661,-62.78933115691702,-0.3663450227193195,73.14028033343689,
Summer,0.05,0.99,0.00156,0.00156,1.1,0.8,0.125,154.15268019038984,-23.56640974093773,-58.716763189213495,-0.34258358144953205,71.52692367878909,
Summer,0.05,0.99,0.00156,0.00156,1.1,0.8,0.16666666666666666,154.15268019038984,-23.56640974093773,-62.78933115691702,-0.3663450227193195,67.43059426981577,
Summer,0.05,0.99,0.00156,0.00156,1.1,1.2,0.125,154.15268019038984,-15.190707234085835,-58.716763189213495,-0.34258358144953205,79.90262618564098,
Summer,0.05,0.99,0.00156,0.00156,1.1,1.2,0.16666666666666666,154.15268019038984,-15.190707234085835,-62.78933115691702,-0.3663450227193195,75.80629677666766,
Summer,0.1,0.96,0.00104,0.00104,0.9,0.8,0.125,146.0393812330009,-11.69720553042822,-39.14450879280899,-0.22838905429968803,94.96927785546401,
Summer,0.1,0.96,0.00104,0.00104,0.9,0.8,0.16666666666666666,146.0393812330009,-11.69720553042822,-41.85955410461134,-0.244230015146213,92.23839158281514,
Summer,0.1,0.96,0.00104,0.00104,0.9,1.2,0.125,146.0393812330009,-3.1967274635246667,-39.14450879280899,-0.22838905429968803,103.46975592236757,
Summer,0.1,0.96,0.00104,0.00104,0.9,1.2,0.16666666666666666,146.0393812330009,-3.1967274635246667,-41.85955410461134,-0.244230015146213,100.7388696497187,
Summer,0.1,0.96,0.00104,0.00104,1.1,0.8,0.125,146.0393812330009,-8.906413527145787,-39.14450879280899,-0.22838905429968803,97.76006985874645,
Summer,0.1,0.96,0.00104,0.00104,1.1,0.8,0.16666666666666666,146.0393812330009,-8.906413527145787,-41.85955410461134,-0.244230015146213,95.02918358609757,
Summer,0.1,0.96,0.00104,0.00104,1.1,1.2,0.125,146.0393812330009,-0.5307110202938929,-39.14450879280899,-0.22838905429968803,106.13577236559834,
Summer,0.1,0.96,0.00104,0.00104,1.1,1.2,0.16666666666666666,146.0393812330009,-0.5307110202938929,-41.85955410461134,-0.244230015146213,103.40488609294947,
Summer,0.1,0.96,0.00104,0.00156,0.9,0.8,0.125,146.0393812330009,-11.69720553042822,-39.14450879280899,-0.34258358144953205,94.85508332831417,
Summer,0.1,0.96,0.00104,0.00156,0.9,0.8,0.16666666666666666,146.0393812330009,-11.69720553042822,-41.85955410461134,-0.3663450227193195,92.11627657524204,
Summer,0.1,0.96,0.00104,0.00156,0.9,1.2,0.125,146.0393812330009,-3.1967274635246667,-39.14450879280899,-0.34258358144953205,103.35556139521772,
Summer,0.1,0.96,0.00104,0.00156,0.9,1.2,0.16666666666666666,146.0393812330009,-3.1967274635246667,-41.85955410461134,-0.3663450227193195,100.6167546421456,
Summer,0.1,0.96,0.00104,0.00156,1.1,0.8,0.125,146.0393812330009,-8.906413527145787,-39.14450879280899,-0.34258358144953205,97.6458753315966,
Summer,0.1,0.96,0.00104,0.00156,1.1,0.8,0.16666666666666666,146.0393812330009,-8.906413527145787,-41.85955410461134,-0.3663450227193195,94.90706857852447,
Summer,0.1,0.96,0.00104,0.00156,1.1,1.2,0.125,146.0393812330009,-0.5307110202938929,-39.14450879280899,-0.34258358144953205,106.0215778384485,
Summer,0.1,0.96,0.00104,0.00156,1.1,1.2,0.16666666666666666,146.0393812330009,-0.5307110202938929,-41.85955410461134,-0.3663450227193195,103.28277108537637,
Summer,0.1,0.96,0.00156,0.00104,0.9,0.8,0.125,146.0393812330009,-11.69720553042822,-58.716763189213495,-0.22838905429968803,75.39702345905951,
Summer,0.1,0.96,0.00156,0.00104,0.9,0.8,0.16666666666666666,146.0393812330009,-11.69720553042822,-62.78933115691702,-0.244230015146213,71.30861453050944,
Summer,0.1,0.96,0.00156,0.00104,0.9,1.2,0.125,146.0393812330009,-3.1967274635246667,-58.716763189213495,-0.22838905429968803,83.89750152596307,
Summer,0.1,0.96,0.00156,0.00104,0.9,1.2,0.16666666666666666,146.0393812330009,-3.1967274635246667,-62.78933115691702,-0.244230015146213,79.809092597413,
Summer,0.1,0.96,0.00156,0.00104,1.1,0.8,0.125,146.0393812330009,-8.906413527145787,-58.716763189213495,-0.22838905429968803,78.18781546234194,
Summer,0.1,0.96,0.00156,0.00104,1.1,0.8,0.16666666666666666,146.0393812330009,-8.906413527145787,-62.78933115691702,-0.244230015146213,74.09940653379188,
Summer,0.1,0.96,0.00156,0.00104,1.1,1.2,0.125,146.0393812330009,-0.5307110202938929,-58.716763189213495,-0.22838905429968803,86.56351796919384,
Summer,0.1,0.96,0.00156,0.00104,1.1,1.2,0.16666666666666666,146.0393812330009,-0.5307110202938929,-62.78933115691702,-0.244230015146213,82.47510904064377,
Summer,0.1,0.96,0.00156,0.00156,0.9,0.8,0.125,146.0393812330009,-11.69720553042822,-58.716763189213495,-0.34258358144953205,75.28282893190966,
Summer,0.1,0.96,0.00156,0.00156,0.9,0.8,0.16666666666666666,146.0393812330009,-11.69720553042822,-62.78933115691702,-0.3663450227193195,71.18649952293634,
Summer,0.1,0.96,0.00156,0.00156,0.9,1.2,0.125,146.0393812330009,-3.1967274635246667,-58.716763189213495,-0.34258358144953205,83.78330699881322,
Summer,0.1,0.96,0.00156,0.00156,0.9,1.2,0.16666666666666666,146.0393812330009,-3.1967274635246667,-62.78933115691702,-0.3663450227193195,79.6869775898399,
Summer,0.1,0.96,0.00156,0.00156,1.1,0.8,0.125,146.0393812330009,-8.906413527145787,-58.716763189213495,-0.34258358144953205,78.0736209351921,
Summer,0.1,0.96,0.00156,0.00156,1.1,0.8,0.16666666666666666,146.0393812330009,-8.906413527145787,-62.78933115691702,-0.3663450227193195,73.97729152621878,
Summer,0.1,0.96,0.00156,0.00156,1.1,1.2,0.125,146.0393812330009,-0.5307110202938929,-58.716763189213495,-0.34258358144953205,86.44932344204399,
Summer,0.1,0.96,0.00156,0.00156,1.1,1.2,0.16666666666666666,146.0393812330009,-0.5307110202938929,-62.78933115691702,-0.3663450227193195,82.35299403307067,
Summer,0.1,0.99,0.00104,0.00104,0.9,0.8,0.125,146.0393812330009,-26.357201744220163,-39.14450879280899,-0.22838905429968803,80.30928164167207,
Summer,0.1,0.99,0.00104,0.00104,0.9,0.8,0.16666666666666666,146.0393812330009,-26.357201744220163,-41.85955410461134,-0.244230015146213,77.5783953690232,
Summer,0.1,0.99,0.00104,0.00104,0.9,1.2,0.125,146.0393812330009,-17.85672367731661,-39.14450879280899,-0.22838905429968803,88.80975970857563,
Summer,0.1,0.99,0.00104,0.00104,0.9,1.2,0.16666666666666666,146.0393812330009,-17.85672367731661,-41.85955410461134,-0.244230015146213,86.07887343592675,
Summer,0.1,0.99,0.00104,0.00104,1.1,0.8,0.125,146.0393812330009,-23.56640974093773,-39.14450879280899,-0.22838905429968803,83.1000736449545,
Summer,0.1,0.99,0.00104,0.00104,1.1,0.8,0.16666666666666666,146.0393812330009,-23.56640974093773,-41.85955410461134,-0.244230015146213,80.36918737230563,
Summer,0.1,0.99,0.00104,0.00104,1.1,1.2,0.125,146.0393812330009,-15.190707234085835,-39.14450879280899,-0.22838905429968803,91.4757761518064,
Summer,0.1,0.99,0.00104,0.00104,1.1,1.2,0.16666666666666666,146.0393812330009,-15.190707234085835,-41.85955410461134,-0.244230015146213,88.74488987915753,
Summer,0.1,0.99,0.00104,0.00156,0.9,0.8,0.125,146.0393812330009,-26.357201744220163,-39.14450879280899,-0.34258358144953205,80.19508711452222,
Summer,0.1,0.99,0.00104,0.00156,0.9,0.8,0.16666666666666666,146.0393812330009,-26.357201744220163,-41.85955410461134,-0.3663450227193195,77.4562803614501,
Summer,0.1,0.99,0.00104,0.00156,0.9,1.2,0.125,146.0393812330009,-17.85672367731661,-39.14450879280899,-0.34258358144953205,88.69556518142578,
Summer,0.1,0.99,0.00104,0.00156,0.9,1.2,0.16666666666666666,146.0393812330009,-17.85672367731661,-41.85955410461134,-0.3663450227193195,85.95675842835365,
Summer,0.1,0.99,0.00104,0.00156,1.1,0.8,0.125,146.0393812330009,-23.56640974093773,-39.14450879280899,-0.34258358144953205,82.98587911780466,
Summer,0.1,0.99,0.00104,0.00156,1.1,0.8,0.16666666666666666,146.0393812330009,-23.56640974093773,-41.85955410461134,-0.3663450227193195,80.24707236473253,
Summer,0.1,0.99,0.00104,0.00156,1.1,1.2,0.125,146.0393812330009,-15.190707234085835,-39.14450879280899,-0.34258358144953205,91.36158162465655,
Summer,0.1,0.99,0.00104,0.00156,1.1,1.2,0.16666666666666666,146.0393812330009,-15.190707234085835,-41.85955410461134,-0.3663450227193195,88.62277487158443,
Summer,0.1,0.99,0.00156,0.00104,0.9,0.8,0.125,146.0393812330009,-26.357201744220163,-58.716763189213495,-0.22838905429968803,60.73702724526756,
Summer,0.1,0.99,0.00156,0.00104,0.9,0.8,0.16666666666666666,146.0393812330009,-26.357201744220163,-62.78933115691702,-0.244230015146213,56.64861831671751,
Summer,0.1,0.99,0.00156,0.00104,0.9,1.2,0.125,146.0393812330009,-17.85672367731661,-58.716763189213495,-0.22838905429968803,69.23750531217112,
Summer,0.1,0.99,0.00156,0.00104,0.9,1.2,0.16666666666666666,146.0393812330009,-17.85672367731661,-62.78933115691702,-0.244230015146213,65.14909638362106,
Summer,0.1,0.99,0.00156,0.00104,1.1,0.8,0.125,146.0393812330009,-23.56640974093773,-58.716763189213495,-0.22838905429968803,63.527819248549996,
Summer,0.1,0.99,0.00156,0.00104,1.1,0.8,0.16666666666666666,146.0393812330009,-23.56640974093773,-62.78933115691702,-0.244230015146213,59.43941031999994,
Summer,0.1,0.99,0.00156,0.00104,1.1,1.2,0.125,146.0393812330009,-15.190707234085835,-58.716763189213495,-0.22838905429968803,71.9035217554019,
Summer,0.1,0.99,0.00156,0.00104,1.1,1.2,0.16666666666666666,146.0393812330009,-15.190707234085835,-62.78933115691702,-0.244230015146213,67.81511282685183,
Summer,0.1,0.99,0.00156,0.00156,0.9,0.8,0.125,146.0393812330009,-26.357201744220163,-58.716763189213495,-0.34258358144953205,60.62283271811772,
Summer,0.1,0.99,0.00156,0.00156,0.9,0.8,0.16666666666666666,146.0393812330009,-26.357201744220163,-62.78933115691702,-0.3663450227193195,56.5265033091444,
Summer,0.1,0.99,0.00156,0.00156,0.9,1.2,0.125,146.0393812330009,-17.85672367731661,-58.716763189213495,-0.34258358144953205,69.12331078502127,
Summer,0.1,0.99,0.00156,0.00156,0.9,1.2,0.16666666666666666,146.0393812330009,-17.85672367731661,-62.78933115691702,-0.3663450227193195,65.02698137604796,
Summer,0.1,0.99,0.00156,0.00156,1.1,0.8,0.125,146.0393812330009,-23.56640974093773,-58.716763189213495,-0.34258358144953205,63.413624721400154,
Summer,0.1,0.99,0.00156,0.00156,1.1,0.8,0.16666666666666666,146.0393812330009,-23.56640974093773,-62.78933115691702,-0.3663450227193195,59.317295312426836,
Summer,0.1,0.99,0.00156,0.00156,1.1,1.2,0.125,146.0393812330009,-15.190707234085835,-58.716763189213495,-0.34258358144953205,71.78932722825205,
Summer,0.1,0.99,0.00156,0.00156,1.1,1.2,0.16666666666666666,146.0393812330009,-15.190707234085835,-62.78933115691702,-0.3663450227193195,67.69299781927873,
Autumn,0.05,0.96,0.00104,0.00104,0.9,0.8,0.125,109.83164895650178,-44.13482332713039,-27.856208975011292,-2.2586980239943997,35.5819186303657,
Autumn,0.05,0.96,0.00104,0.00104,0.9,0.8,0.16666666666666666,109.83164895650178,-44.13482332713039,-29.788302949737183,-2.4153602908089415,33.49316238882526,
Autumn,0.05,0.96,0.00104,0.00104,0.9,1.2,0.125,109.83164895650178,-25.415132267065076,-27.856208975011292,-2.2586980239943997,54.301609690431015,
Autumn,0.05,0.96,0.00104,0.00104,0.9,1.2,0.16666666666666666,109.83164895650178,-25.415132267065076,-29.788302949737183,-2.4153602908089415,52.21285344889058,
Autumn,0.05,0.96,0.00104,0.00104,1.1,0.8,0.125,109.83164895650178,-41.33399378639717,-27.856208975011292,-2.2586980239943997,38.38274817109892,
Autumn,0.05,0.96,0.00104,0.00104,1.1,0.8,0.16666666666666666,109.83164895650178,-41.33399378639717,-29.788302949737183,-2.4153602908089415,36.29399192955848,
Autumn,0.05,0.96,0.00104,0.00104,1.1,1.2,0.125,109.83164895650178,-20.97981844164076,-27.856208975011292,-2.2586980239943997,58.73692351585533,
Autumn,0.05,0.96,0.00104,0.00104,1.1,1.2,0.16666666666666666,109.83164895650178,-20.97981844164076,-29.788302949737183,-2.4153602908089415,56.64816727431489,
Autumn,0.05,0.96,0.00104,0.00156,0.9,0.8,0.125,109.83164895650178,-44.13482332713039,-27.856208975011292,-3.3880470359916,34.4525696183685,
Autumn,0.05,0.96,0.00104,0.00156,0.9,0.8,0.16666666666666666,109.83164895650178,-44.13482332713039,-29.788302949737183,-3.623040436213413,32.28548224342079,
Autumn,0.05,0.96,0.00104,0.00156,0.9,1.2,0.125,109.83164895650178,-25.415132267065076,-27.856208975011292,-3.3880470359916,53.172260678433815,
Autumn,0.05,0.96,0.00104,0.00156,0.9,1.2,0.16666666666666666,109.83164895650178,-25.415132267065076,-29.788302949737183,-3.623040436213413,51.0051733034861,
Autumn,0.05,0.96,0.00104,0.00156,1.1,0.8,0.125,109.83164895650178,-41.33399378639717,-27.856208975011292,-3.3880470359916,37.25339915910172,
Autumn,0.05,0.96,0.00104,0.00156,1.1,0.8,0.16666666666666666,109.83164895650178,-41.33399378639717,-29.788302949737183,-3.623040436213413,35.086311784154006,
Autumn,0.05,0.96,0.00104,0.00156,1.1,1.2,0.125,109.83164895650178,-20.97981844164076,-27.856208975011292,-3.3880470359916,57.60757450385813,
Autumn,0.05,0.96,0.00104,0.00156,1.1,1.2,0.16666666666666666,109.83164895650178,-20.97981844164076,-29.788302949737183,-3.623040436213413,55.44048712891042,
Autumn,0.05,0.96,0.00156,0.00104,0.9,0.8,0.125,109.83164895650178,-44.13482332713039,-41.784313462516934,-2.2586980239943997,21.653814142860057,
Autumn,0.05,0.96,0.00156,0.00104,0.9,0.8,0.16666666666666666,109.83164895650178,-44.13482332713039,-44.68245442460577,-2.4153602908089415,18.599010913956675,
Autumn,0.05,0.96,0.00156,0.00104,0.9,1.2,0.125,109.83164895650178,-25.415132267065076,-41.784313462516934,-2.2586980239943997,40.37350520292537,
Autumn,0.05,0.96,0.00156,0.00104,0.9,1.2,0.16666666666666666,109.83164895650178,-25.415132267065076,-44.68245442460577,-2.4153602908089415,37.31870197402199,
Autumn,0.05,0.96,0.00156,0.00104,1.1,0.8,0.125,109.83164895650178,-41.33399378639717,-41.784313462516934,-2.2586980239943997,24.454643683593275,
Autumn,0.05,0.96,0.00156,0.00104,1.1,0.8,0.16666666666666666,109.83164895650178,-41.33399378639717,-44.68245442460577,-2.4153602908089415,21.399840454689894,
Autumn,0.05,0.96,0.00156,0.00104,1.1,1.2,0.125,109.83164895650178,-20.97981844164076,-41.784313462516934,-2.2586980239943997,44.80881902834969,
Autumn,0.05,0.96,0.00156,0.00104,1.1,1.2,0.16666666666666666,109.83164895650178,-20.97981844164076,-44.68245442460577,-2.4153602908089415,41.75401579944631,
Autumn,0.05,0.96,0.00156,0.00156,0.9,0.8,0.125,109.83164895650178,-44.13482332713039,-41.784313462516934,-3.3880470359916,20.524465130862854,
Autumn,0.05,0.96,0.00156,0.00156,0.9,0.8,0.16666666666666666,109.83164895650178,-44.13482332713039,-44.68245442460577,-3.623040436213413,17.391330768552205,
Autumn,0.05,0.96,0.00156,0.00156,0.9,1.2,0.125,109.83164895650178,-25.415132267065076,-41.784313462516934,-3.3880470359916,39.24415619092817,
Autumn,0.05,0.96,0.00156,0.00156,0.9,1.2,0.16666666666666666,109.83164895650178,-25.415132267065076,-44.68245442460577,-3.623040436213413,36.11102182861752,
Autumn,0.05,0.96,0.00156,0.00156,1.1,0.8,0.125,109.83164895650178,-41.33399378639717,-41.784313462516934,-3.3880470359916,23.325294671596073,
Autumn,0.05,0.96,0.00156,0.00156,1.1,0.8,0.16666666666666666,109.83164895650178,-41.33399378639717,-44.68245442460577,-3.623040436213413,20.192160309285423,
Autumn,0.05,0.96,0.00156,0.00156,1.1,1.2,0.125,109.83164895650178,-20.97981844164076,-41.784313462516934,-3.3880470359916,43.67947001635249,
Autumn,0.05,0.96,0.00156,0.00156,1.1,1.2,0.16666666666666666,109.83164895650178,-20.97981844164076,-44.68245442460577,-3.623040436213413,40.54633565404183,
Autumn,0.05,0.99,0.00104,0.00104,0.9,0.8,0.125,109.83164895650178,-57.38018007279868,-27.856208975011292,-2.2586980239943997,22.33656188469741,
Autumn,0.05,0.99,0.00104,0.00104,0.9,0.8,0.16666666666666666,109.83164895650178,-57.38018007279868,-29.788302949737183,-2.4153602908089415,20.247805643156976,
Autumn,0.05,0.99,0.00104,0.00104,0.9,1.2,0.125,109.83164895650178,-38.660489012733365,-27.856208975011292,-2.2586980239943997,41.056252944762726,
Autumn,0.05,0.99,0.00104,0.00104,0.9,1.2,0.16666666666666666,109.83164895650178,-38.660489012733365,-29.788302949737183,-2.4153602908089415,38.96749670322229,
Autumn,0.05,0.99,0.00104,0.00104,1.1,0.8,0.125,109.83164895650178,-54.57935053206546,-27.856208975011292,-2.2586980239943997,25.13739142543063,
Autumn,0.05,0.99,0.00104,0.00104,1.1,0.8,0.16666666666666666,109.83164895650178,-54.57935053206546,-29.788302949737183,-2.4153602908089415,23.048635183890195,
Autumn,0.05,0.99,0.00104,0.00104,1.1,1.2,0.125,109.83164895650178,-34.22517518730905,-27.856208975011292,-2.2586980239943997,45.49156677018704,
Autumn,0.05,0.99,0.00104,0.00104,1.1,1.2,0.16666666666666666,109.83164895650178,-34.22517518730905,-29.788302949737183,-2.4153602908089415,43.402810528646604,
Autumn,0.05,0.99,0.00104,0.00156,0.9,0.8,0.125,109.83164895650178,-57.38018007279868,-27.856208975011292,-3.3880470359916,21.207212872700207,
Autumn,0.05,0.99,0.00104,0.00156,0.9,0.8,0.16666666666666666,109.83164895650178,-57.38018007279868,-29.788302949737183,-3.623040436213413,19.040125497752506,
Autumn,0.05,0.99,0.00104,0.00156,0.9,1.2,0.125,109.83164895650178,-38.660489012733365,-27.856208975011292,-3.3880470359916,39.926903932765526,
Autumn,0.05,0.99,0.00104,0.00156,0.9,1.2,0.16666666666666666,109.83164895650178,-38.660489012733365,-29.788302949737183,-3.623040436213413,37.759816557817814,
Autumn,0.05,0.99,0.00104,0.00156,1.1,0.8,0.125,109.83164895650178,-54.57935053206546,-27.856208975011292,-3.3880470359916,24.008042413433426,
Autumn,0.05,0.99,0.00104,0.00156,1.1,0.8,0.16666666666666666,109.83164895650178,-54.57935053206546,-29.788302949737183,-3.623040436213413,21.840955038485724,
Autumn,0.05,0.99,0.00104,0.00156,1.1,1.2,0.125,109.83164895650178,-34.22517518730905,-27.856208975011292,-3.3880470359916,44.36221775818984,
Autumn,0.05,0.99,0.00104,0.00156,1.1,1.2,0.16666666666666666,109.83164895650178,-34.22517518730905,-29.788302949737183,-3.623040436213413,42.19513038324213,
Autumn,0.05,0.99,0.00156,0.00104,0.9,0.8,0.125,109.83164895650178,-57.38018007279868,-41.784313462516934,-2.2586980239943997,8.408457397191766,
Autumn,0.05,0.99,0.00156,0.00104,0.9,0.8,0.16666666666666666,109.83164895650178,-57.38018007279868,-44.68245442460577,-2.4153602908089415,5.3536541682883865,
Autumn,0.05,0.99,0.00156,0.00104,0.9,1.2,0.125,109.83164895650178,-38.660489012733365,-41.784313462516934,-2.2586980239943997,27.128148457257083,
Autumn,0.05,0.99,0.00156,0.00104,0.9,1.2,0.16666666666666666,109.83164895650178,-38.660489012733365,-44.68245442460577,-2.4153602908089415,24.073345228353702,
Autumn,0.05,0.99,0.00156,0.00104,1.1,0.8,0.125,109.83164895650178,-54.57935053206546,-41.784313462516934,-2.2586980239943997,11.209286937924984,
Autumn,0.05,0.99,0.00156,0.00104,1.1,0.8,0.16666666666666666,109.83164895650178,-54.57935053206546,-44.68245442460577,-2.4153602908089415,8.154483709021605,
Autumn,0.05,0.99,0.00156,0.00104,1.1,1.2,0.125,109.83164895650178,-34.22517518730905,-41.784313462516934,-2.2586980239943997,31.5634622826814,
Autumn,0.05,0.99,0.00156,0.00104,1.1,1.2,0.16666666666666666,109.83164895650178,-34.22517518730905,-44.68245442460577,-2.4153602908089415,28.50865905377802,
Autumn,0.05,0.99,0.00156,0.00156,0.9,0.8,0.125,109.83164895650178,-57.38018007279868,-41.784313462516934,-3.3880470359916,7.279108385194566,
Autumn,0.05,0.99,0.00156,0.00156,0.9,0.8,0.16666666666666666,109.83164895650178,-57.38018007279868,-44.68245442460577,-3.623040436213413,4.145974022883914,
Autumn,0.05,0.99,0.00156,0.00156,0.9,1.2,0.125,109.83164895650178,-38.660489012733365,-41.784313462516934,-3.3880470359916,25.99879944525988,
Autumn,0.05,0.99,0.00156,0.00156,0.9,1.2,0.16666666666666666,109.83164895650178,-38.660489012733365,-44.68245442460577,-3.623040436213413,22.86566508294923,
Autumn,0.05,0.99,0.00156,0.00156,1.1,0.8,0.125,109.83164895650178,-54.57935053206546,-41.784313462516934,-3.3880470359916,10.079937925927783,
Autumn,0.05,0.99,0.00156,0.00156,1.1,0.8,0.16666666666666666,109.83164895650178,-54.57935053206546,-44.68245442460577,-3.623040436213413,6.946803563617133,
Autumn,0.05,0.99,0.00156,0.00156,1.1,1.2,0.125,109.83164895650178,-34.22517518730905,-41.784313462516934,-3.3880470359916,30.434113270684197,
Autumn,0.05,0.99,0.00156,0.00156,1.1,1.2,0.16666666666666666,109.83164895650178,-34.22517518730905,-44.68245442460577,-3.623040436213413,27.300978908373548,
Autumn,0.1,0.96,0.00104,0.00104,0.9,0.8,0.125,104.05103585352802,-44.13482332713039,-27.856208975011292,-2.2586980239943997,29.80130552739194,
Autumn,0.1,0.96,0.00104,0.00104,0.9,0.8,0.16666666666666666,104.05103585352802,-44.13482332713039,-29.788302949737183,-2.4153602908089415,27.712549285851505,
Autumn,0.1,0.96,0.00104,0.00104,0.9,1.2,0.125,104.05103585352802,-25.415132267065076,-27.856208975011292,-2.2586980239943997,48.520996587457255,
Autumn,0.1,0.96,0.00104,0.00104,0.9,1.2,0.16666666666666666,104.05103585352802,-25.415132267065076,-29.788302949737183,-2.4153602908089415,46.43224034591682,
Autumn,0.1,0.96,0.00104,0.00104,1.1,0.8,0.125,104.05103585352802,-41.33399378639717,-27.856208975011292,-2.2586980239943997,32.60213506812516,
Autumn,0.1,0.96,0.00104,0.00104,1.1,0.8,0.16666666666666666,104.05103585352802,-41.33399378639717,-29.788302949737183,-2.4153602908089415,30.51337882658472,
Autumn,0.1,0.96,0.00104,0.00104,1.1,1.2,0.125,104.05103585352802,-20.97981844164076,-27.856208975011292,-2.2586980239943997,52.95631041288157,
Autumn,0.1,0.96,0.00104,0.00104,1.1,1.2,0.16666666666666666,104.05103585352802,-20.97981844164076,-29.788302949737183,-2.4153602908089415,50.86755417134113,
Autumn,0.1,0.96,0.00104,0.00156,0.9,0.8,0.125,104.05103585352802,-44.13482332713039,-27.856208975011292,-3.3880470359916,28.671956515394736,
Autumn,0.1,0.96,0.00104,0.00156,0.9,0.8,0.16666666666666666,104.05103585352802,-44.13482332713039,-29.788302949737183,-3.623040436213413,26.504869140447035,
Autumn,0.1,0.96,0.00104,0.00156,0.9,1.2,0.125,104.05103585352802,-25.415132267065076,-27.856208975011292,-3.3880470359916,47.391647575460055,
Autumn,0.1,0.96,0.00104,0.00156,0.9,1.2,0.16666666666666666,104.05103585352802,-25.415132267065076,-29.788302949737183,-3.623040436213413,45.22456020051234,
Autumn,0.1,0.96,0.00104,0.00156,1.1,0.8,0.125,104.05103585352802,-41.33399378639717,-27.856208975011292,-3.3880470359916,31.472786056127955,
Autumn,0.1,0.96,0.00104,0.00156,1.1,0.8,0.16666666666666666,104.05103585352802,-41.33399378639717,-29.788302949737183,-3.623040436213413,29.30569868118025,
Autumn,0.1,0.96,0.00104,0.00156,1.1,1.2,0.125,104.05103585352802,-20.97981844164076,-27.856208975011292,-3.3880470359916,51.82696140088437,
Autumn,0.1,0.96,0.00104,0.00156,1.1,1.2,0.16666666666666666,104.05103585352802,-20.97981844164076,-29.788302949737183,-3.623040436213413,49.65987402593666,
Autumn,0.1,0.96,0.00156,0.00104,0.9,0.8,0.125,104.05103585352802,-44.13482332713039,-41.784313462516934,-2.2586980239943997,15.873201039886295,
Autumn,0.1,0.96,0.00156,0.00104,0.9,0.8,0.16666666666666666,104.05103585352802,-44.13482332713039,-44.68245442460577,-2.4153602908089415,12.818397810982916,
