Metric,albedo,emissivity,CE,CH,rso_scale,cloud_scale,wind_exponent,Qsw,Qlw,Qe,Qh,Qnet,Residual_W_m2
Spring,0.1,0.96,0.00156,0.00104,1.1,1.2,0.125,134.52698670494033,-11.814855339771839,-29.408952868288786,0.9258437597667397,94.22902225664643,
Spring,0.1,0.96,0.00156,0.00104,1.1,1.2,0.16666666666666666,134.52698670494033,-11.814855339771839,-31.448744452663757,0.9900598615122271,92.25344677401695,
Spring,0.1,0.96,0.00156,0.00156,0.9,0.8,0.125,134.52698670494033,-35.85232428444425,-29.408952868288786,1.3887656396501098,70.65447519185739,
Spring,0.1,0.96,0.00156,0.00156,0.9,0.8,0.16666666666666666,134.52698670494033,-35.85232428444425,-31.448744452663757,1.4850897922683408,68.71100776010066,
Spring,0.1,0.96,0.00156,0.00156,0.9,1.2,0.125,134.52698670494033,-15.801557983197483,-29.408952868288786,1.3887656396501098,90.70524149310415,
Spring,0.1,0.96,0.00156,0.00156,0.9,1.2,0.16666666666666666,134.52698670494033,-15.801557983197483,-31.448744452663757,1.4850897922683408,88.76177406134742,
Spring,0.1,0.96,0.00156,0.00156,1.1,0.8,0.125,134.52698670494033,-33.28534220182149,-29.408952868288786,1.3887656396501098,73.22145727448014,
Spring,0.1,0.96,0.00156,0.00156,1.1,0.8,0.16666666666666666,134.52698670494033,-33.28534220182149,-31.448744452663757,1.4850897922683408,71.27798984272341,
Spring,0.1,0.96,0.00156,0.00156,1.1,1.2,0.125,134.52698670494033,-11.814855339771839,-29.408952868288786,1.3887656396501098,94.6919441365298,
Spring,0.1,0.96,0.00156,0.00156,1.1,1.2,0.16666666666666666,134.52698670494033,-11.814855339771839,-31.448744452663757,1.4850897922683408,92.74847670477307,
Spring,0.1,0.99,0.00104,0.00104,0.9,0.8,0.125,134.52698670494033,-48.512554365178346,-19.605968578859187,0.9258437597667397,67.33430752066953,
Spring,0.1,0.99,0.00104,0.00104,0.9,0.8,0.16666666666666666,134.52698670494033,-48.512554365178346,-20.965829635109166,0.9900598615122271,66.03866256616503,
Spring,0.1,0.99,0.00104,0.00104,0.9,1.2,0.125,134.52698670494033,-28.46178806393158,-19.605968578859187,0.9258437597667397,87.3850738219163,
Spring,0.1,0.99,0.00104,0.00104,0.9,1.2,0.16666666666666666,134.52698670494033,-28.46178806393158,-20.965829635109166,0.9900598615122271,86.0894288674118,
Spring,0.1,0.99,0.00104,0.00104,1.1,0.8,0.125,134.52698670494033,-45.94557228255559,-19.605968578859187,0.9258437597667397,69.90128960329228,
Spring,0.1,0.99,0.00104,0.00104,1.1,0.8,0.16666666666666666,134.52698670494033,-45.94557228255559,-20.965829635109166,0.9900598615122271,68.60564464878779,
Spring,0.1,0.99,0.00104,0.00104,1.1,1.2,0.125,134.52698670494033,-24.475085420505934,-19.605968578859187,0.9258437597667397,91.37177646534194,
