Date,St(J/m2),N2_max(1/s2),log10_Rib,St_24h,N2_max_24h,log10_Rib_med24h
2024-11-26 16:00:00,0.13733470917913618,0.0004765822487612166,3.1287415492350013,0.04731160390823914,0.00015857572798094464,1.757885735896
2024-11-26 17:00:00,0.058994538726863895,0.00020461073715914997,1.863886972863528,0.04746606270177927,0.00015902366299705038,1.7829804748669396
2024-11-26 18:00:00,0.010476073891975033,7.142730377092576e-05,0.6758863337941277,0.047610622477115346,0.00015929933145455614,1.7829804748669396
2024-11-26 19:00:00,0.006986118562625251,7.129832250570326e-05,0.4936008495792451,0.04780587943298104,0.00016076823525181512,1.8216186188954149
2024-11-26 20:00:00,0.00697381082725165,6.28485882531563e-05,,0.048197418242990016,0.00016129064859831134,1.8427527958794714
2024-11-26 21:00:00,0.011223878336631467,7.423991093730796e-05,1.412184375712123,0.047817127087207284,0.00015965268344575876,1.8022995468811773
2024-11-26 22:00:00,0.008353397781259818,5.940324432466797e-05,1.5374258628916984,0.047507438372535675,0.00015983302343156597,1.8022995468811773
2024-11-26 23:00:00,0.00769899764826345,5.467823473423849e-05,1.7829804748669396,0.04699410562695256,0.00015866321374027374,1.660203168879319
2024-11-27 00:00:00,0.008455390589199483,6.331548296937607e-05,,0.04570560824411385,0.00015546304965576943,1.660203168879319
2024-11-27 01:00:00,0.013757136118271068,7.12033746280142e-05,1.8216186188954149,0.04443838094397453,0.0001514006135228111,1.571554882228201
2024-11-27 02:00:00,0.0082022339517766,6.045319680464767e-05,1.1419869305599468,0.04516303690770543,0.00015494872479959306,1.571554882228201
2024-11-27 03:00:00,0.01024823846876425,6.894629898949014e-05,1.502103057094276,0.049267681004280854,0.00017069184791441112,1.571554882228201
2024-11-27 04:00:00,0.010098872780011566,7.309315998290842e-05,2.311808073501644,0.05633456469500681,0.00019280196128793262,1.571554882228201
2024-11-27 05:00:00,0.01050120649115425,6.105703897199705e-05,1.2829372186247767,0.06433347549328748,0.00021025012929256598,1.571554882228201
2024-11-27 06:00:00,0.014001943044447499,9.90933936921516e-05,2.0061712963424747,0.07137910248503782,0.00023455068223529444,1.571554882228201
2024-11-27 07:00:00,0.020648941322428085,8.446868463009272e-05,2.411082394055689,0.07518708927870872,0.00024575312635371073,1.6943321882158218
2024-11-27 08:00:00,0.02719744654809925,8.904055140640181e-05,1.5233291419864516,0.07568954732729817,0.0002461251564556326,1.8022995468811773
2024-11-27 09:00:00,0.013602824687308099,6.481174250340373e-05,1.4015581167918487,0.07580548130928456,0.000246655396379086,1.7829804748669396
2024-11-27 10:00:00,0.014255090804012785,7.586808302533617e-05,1.3268007666771058,0.07578124378664021,0.0002462781184616077,1.8216186188954149
2024-11-27 11:00:00,0.010049823800187267,7.568566121238058e-05,0.30202101758139765,0.07554613673661172,0.0002459011110471715,1.9138949576189448
2024-11-27 12:00:00,0.06581883145396995,0.00016836638838156666,1.605683901564704,0.07508097480076452,0.0002462509942481152,2.0061712963424747
2024-11-27 13:00:00,0.1973728737291132,0.0005177598664054334,2.5746344638506407,0.07484495491945799,0.0002460271657704671,2.0061712963424747
2024-11-27 14:00:00,0.3140453682512866,0.00090535851067055,2.6962659201592345,0.07432129437731762,0.00024521022925769295,2.1589896849220596
2024-11-27 15:00:00,0.36573180568612695,0.0010736370461902668,2.6854490722043796,0.07418620296492175,0.00024578845779863135,2.311808073501644
2024-11-27 16:00:00,0.3293085683378722,0.0008953382808724167,3.0884171975411014,0.07407196882715954,0.0002456374863815201,2.311808073501644
2024-11-27 17:00:00,0.22808958652887198,0.0007878240077846334,2.7625403772715726,0.07403188632744497,0.00024514201708087014,2.0061712963424747
2024-11-27 18:00:00,0.10186775694007648,0.0003402859626129167,2.777973936806101,0.07382881649740314,0.0002457746511683467,2.0061712963424747
2024-11-27 19:00:00,0.019045111728771883,8.022704495182872e-05,2.5066763469217612,0.07378705987002364,0.0002443884597447294,1.7111501624335972
2024-11-27 20:00:00,0.00975622639492525,7.55743464160373e-05,1.7111501624335972,0.07338074370776372,0.00024364076668632027,1.7111501624335972
2024-11-27 21:00:00,0.010642177793166868,6.518524091782937e-05,2.6535842238094114,0.07350400537141838,0.00024450173552714683,1.8854660552225657
2024-11-27 22:00:00,0.0027108285805760995,5.035506637819803e-05,,0.07362928129191341,0.00024473839035842927,1.8854660552225657
2024-11-27 23:00:00,-0.00346488881206935,6.307543155688748e-05,,0.07353257764779474,0.00024540008444291127,1.8854660552225657
2024-11-28 00:00:00,0.0027909134378430165,5.7943599505821475e-05,,0.07384532908123316,0.0002457473576642951,1.8854660552225657
2024-11-28 01:00:00,0.0011892831069022166,5.1596898321435114e-05,,0.07351686189913122,0.00024548174451499824,1.8854660552225657
2024-11-28 02:00:00,0.004960040054275483,7.433068178716903e-05,,0.07359294208965593,0.00024979562160551487,1.8854660552225657
2024-11-28 03:00:00,0.0075066191624712335,6.532298497882143e-05,1.641874792114835,0.07393573390021531,0.00025593540324319756,1.8854660552225657
2024-11-28 04:00:00,0.009136892786861766,6.120189676730814e-05,1.397405184875676,0.0755707930548988,0.00026882866131678154,1.8854660552225657
2024-11-28 05:00:00,0.005627530570150416,7.624025707143416e-05,1.224473731140935,0.07712152016281464,0.0002808024246490899,1.8854660552225657
2024-11-28 06:00:00,0.012999783987339517,6.582479952533622e-05,1.004313356756921,0.07907601515413586,0.00028133511315430934,1.8854660552225657
2024-11-28 07:00:00,0.010897353428189918,6.65240512282741e-05,1.8854660552225657,0.08153230152224326,0.0002920664458179656,1.8854660552225657
2024-11-28 08:00:00,0.030155726475811332,0.00010970380358623907,2.475715716570429,0.08317073486430653,0.00029685742696386626,1.8854660552225657
2024-11-28 09:00:00,0.01660944677918885,7.049145845418247e-05,0.9978322301565589,0.08298756248487503,0.0002960502180163858,1.8854660552225657
2024-11-28 10:00:00,0.011934203345164549,9.174874105290412e-05,1.6365700511202412,0.08302131246139018,0.00029576495074694413,1.734101981625012
